date,pc,logon
03/12/2010 21:55:49,1147,1
03/12/2010 22:17:18,1147,0
03/12/2010 23:45:29,3176,1
03/13/2010 00:26:41,3176,0
03/15/2010 00:04:17,0281,1
03/15/2010 00:35:19,0281,0
03/15/2010 02:34:12,1731,1
03/15/2010 02:41:10,2395,1
03/15/2010 02:45:33,1731,0
03/15/2010 03:23:31,2395,0
03/15/2010 07:26:31,3883,1
03/15/2010 08:07:20,1303,1
03/15/2010 08:43:52,1303,0
03/15/2010 18:31:49,3883,0
03/15/2010 23:59:24,0016,1
03/16/2010 00:01:21,0016,0
03/16/2010 03:22:36,1294,1
03/16/2010 03:29:09,1294,0
03/16/2010 07:24:55,3867,1
03/16/2010 07:25:16,3883,1
03/16/2010 07:42:51,3867,0
03/16/2010 09:59:35,4093,1
03/16/2010 10:32:56,4093,0
03/16/2010 11:56:21,2835,1
03/16/2010 12:08:20,2835,0
03/16/2010 16:01:45,3879,1
03/16/2010 16:14:43,3879,0
03/16/2010 18:28:16,3883,0
03/17/2010 03:38:59,1196,1
03/17/2010 03:50:26,1196,0
03/17/2010 07:21:08,4334,1
03/17/2010 07:38:35,3883,1
03/17/2010 07:48:11,4334,0
03/17/2010 09:54:24,3070,1
03/17/2010 10:11:58,3070,0
03/17/2010 18:31:18,3883,0
03/18/2010 00:19:41,0264,1
03/18/2010 00:25:47,0264,0
03/18/2010 07:37:19,3883,1
03/18/2010 08:25:13,3453,1
03/18/2010 09:14:39,3453,0
03/18/2010 12:49:17,0700,1
03/18/2010 13:00:48,0700,0
03/18/2010 14:31:46,1985,1
03/18/2010 14:55:53,4647,1
03/18/2010 15:05:02,1985,0
03/18/2010 15:17:56,4647,0
03/18/2010 17:58:39,2670,1
03/18/2010 18:00:41,1950,1
03/18/2010 18:24:37,2670,0
03/18/2010 18:27:42,3883,0
03/18/2010 18:29:35,1950,0
03/18/2010 18:52:01,2474,1
03/18/2010 18:58:28,2474,0
03/19/2010 00:07:34,3676,1
03/19/2010 00:38:33,3676,0
03/19/2010 02:21:02,0593,1
03/19/2010 02:42:08,0593,0
03/19/2010 02:55:03,3033,1
03/19/2010 03:09:39,3033,0
03/19/2010 06:23:52,4935,1
03/19/2010 06:43:55,4935,0
03/19/2010 07:23:11,3883,1
03/19/2010 11:00:31,1882,1
03/19/2010 11:37:44,1882,0
03/19/2010 17:43:33,2216,1
03/19/2010 17:54:47,2216,0
03/19/2010 18:37:19,3883,0
03/19/2010 20:35:49,0574,1
03/19/2010 20:43:18,0574,0
03/22/2010 01:48:54,3569,1
03/22/2010 02:03:00,3569,0
03/22/2010 05:01:29,3310,1
03/22/2010 05:21:53,3310,0
03/22/2010 06:11:54,0440,1
03/22/2010 06:35:05,0440,0
03/22/2010 07:35:37,3883,1
03/22/2010 11:42:52,2493,1
03/22/2010 11:45:14,2493,0
03/22/2010 11:58:59,0500,1
03/22/2010 12:39:12,0500,0
03/22/2010 13:40:49,1337,1
03/22/2010 14:16:15,1337,0
03/22/2010 15:43:58,1270,1
03/22/2010 16:19:02,1270,0
03/22/2010 18:38:17,3883,0
03/22/2010 19:20:54,3591,1
03/22/2010 19:25:24,3591,0
03/22/2010 19:49:34,4296,1
03/22/2010 20:23:57,4296,0
03/22/2010 21:01:24,1513,1
03/22/2010 21:26:20,1513,0
03/23/2010 06:13:56,3501,1
03/23/2010 06:42:04,3501,0
03/23/2010 07:24:49,3883,1
03/23/2010 07:43:10,3261,1
03/23/2010 07:46:16,3261,0
03/23/2010 18:27:42,3883,0
03/23/2010 18:57:53,4773,1
03/23/2010 19:20:23,4773,0
03/24/2010 05:28:32,2082,1
03/24/2010 06:10:46,2082,0
03/24/2010 07:24:34,3883,1
03/24/2010 08:39:45,2554,1
03/24/2010 09:13:07,2554,0
03/24/2010 16:27:20,4454,1
03/24/2010 16:42:27,4454,0
03/24/2010 18:30:44,3883,0
03/24/2010 20:13:06,4573,1
03/24/2010 20:33:49,4573,0
03/25/2010 03:50:14,0813,1
03/25/2010 04:15:12,0813,0
03/25/2010 04:53:52,2975,1
03/25/2010 04:57:43,2975,0
03/25/2010 07:32:07,3883,1
03/25/2010 16:28:16,4694,1
03/25/2010 16:48:40,4694,0
03/25/2010 18:29:55,3883,0
03/25/2010 19:13:11,1859,1
03/25/2010 19:49:58,1859,0
03/25/2010 23:52:26,4092,1
03/26/2010 00:04:44,4092,0
03/26/2010 07:23:48,3883,1
03/26/2010 09:59:40,3404,1
03/26/2010 10:59:19,3404,0
03/26/2010 15:08:57,2959,1
03/26/2010 15:52:36,2959,0
03/26/2010 17:17:00,3221,1
03/26/2010 17:35:40,3221,0
03/26/2010 18:25:09,3883,0
03/29/2010 07:16:41,4720,1
03/29/2010 07:20:32,4720,0
03/29/2010 07:26:23,3883,1
03/29/2010 07:26:41,2367,1
03/29/2010 08:09:05,2367,0
03/29/2010 15:23:22,0305,1
03/29/2010 15:54:00,0305,0
03/29/2010 16:22:44,1529,1
03/29/2010 16:26:31,1529,0
03/29/2010 18:33:06,3883,0
03/29/2010 21:28:35,0282,1
03/29/2010 21:32:08,0282,0
03/29/2010 21:52:43,3766,1
03/29/2010 22:08:37,3766,0
03/29/2010 23:16:24,0633,1
03/29/2010 23:31:45,0633,0
03/30/2010 00:42:25,1431,1
03/30/2010 00:58:13,1431,0
03/30/2010 01:52:02,3438,1
03/30/2010 02:10:38,4398,1
03/30/2010 02:12:31,3438,0
03/30/2010 02:33:51,4398,0
03/30/2010 03:34:08,2974,1
03/30/2010 04:18:48,2974,0
03/30/2010 04:41:18,2286,1
03/30/2010 05:20:03,2286,0
03/30/2010 07:23:53,3883,1
03/30/2010 14:53:11,3870,1
03/30/2010 15:08:48,3870,0
03/30/2010 18:35:51,3883,0
03/30/2010 18:36:48,2710,1
03/30/2010 18:48:41,2710,0
03/30/2010 19:21:04,0101,1
03/30/2010 19:54:25,0101,0
03/30/2010 22:33:16,0473,1
03/30/2010 22:48:00,0473,0
03/30/2010 23:34:21,0823,1
03/30/2010 23:46:46,0823,0
03/31/2010 03:27:12,1620,1
03/31/2010 03:52:00,1620,0
03/31/2010 07:21:01,3883,1
03/31/2010 15:32:15,0264,1
03/31/2010 15:50:57,0264,0
03/31/2010 18:34:05,3883,0
04/01/2010 06:40:50,2605,1
04/01/2010 06:50:36,2605,0
04/01/2010 07:36:40,3883,1
04/01/2010 08:04:31,3456,1
04/01/2010 08:09:01,3456,0
04/01/2010 10:01:24,0797,1
04/01/2010 10:14:01,0598,1
04/01/2010 10:25:42,0598,0
04/01/2010 10:27:15,0797,0
04/01/2010 10:39:27,2219,1
04/01/2010 10:55:52,2219,0
04/01/2010 12:41:16,2722,1
04/01/2010 13:03:35,2722,0
04/01/2010 16:00:39,1201,1
04/01/2010 16:33:42,3741,1
04/01/2010 16:42:08,1201,0
04/01/2010 17:12:38,3741,0
04/01/2010 18:32:27,3883,0
04/01/2010 22:33:04,4092,1
04/01/2010 22:40:17,4092,0
04/05/2010 01:19:32,0196,1
04/05/2010 01:29:40,0196,0
04/05/2010 07:02:25,3249,1
04/05/2010 07:07:06,3249,0
04/05/2010 07:36:40,3883,1
04/05/2010 07:37:08,4306,1
04/05/2010 08:12:54,4306,0
04/05/2010 16:07:58,1532,1
04/05/2010 16:48:37,1532,0
04/05/2010 18:28:47,3883,0
04/05/2010 23:17:40,0542,1
04/05/2010 23:25:07,0542,0
04/06/2010 07:37:04,3883,1
04/06/2010 13:57:19,4332,1
04/06/2010 14:12:31,4332,0
04/06/2010 16:54:43,0101,1
04/06/2010 17:16:14,0101,0
04/06/2010 18:27:23,3883,0
04/07/2010 04:30:17,4890,1
04/07/2010 04:57:06,4890,0
04/07/2010 05:40:09,1021,1
04/07/2010 05:50:36,1021,0
04/07/2010 07:25:14,3883,1
04/07/2010 07:46:26,4639,1
04/07/2010 08:25:54,4639,0
04/07/2010 09:03:07,1433,1
04/07/2010 09:16:59,1433,0
04/07/2010 12:45:00,4970,1
04/07/2010 13:09:04,4970,0
04/07/2010 16:09:40,4677,1
04/07/2010 16:51:58,4677,0
04/07/2010 18:32:24,3883,0
04/07/2010 22:08:43,0264,1
04/07/2010 22:12:52,0264,0
04/08/2010 04:58:43,2407,1
04/08/2010 05:21:44,2407,0
04/08/2010 07:27:06,3883,1
04/08/2010 13:02:41,1591,1
04/08/2010 13:12:31,1591,0
04/08/2010 18:30:36,3883,0
04/08/2010 19:09:32,0462,1
04/08/2010 19:50:12,0462,0
04/09/2010 01:40:09,3192,1
04/09/2010 01:47:52,3192,0
04/09/2010 07:23:09,3883,1
04/09/2010 09:36:40,1444,1
04/09/2010 10:06:12,1444,0
04/09/2010 18:34:43,3883,0
04/09/2010 18:37:28,4479,1
04/09/2010 19:17:00,4479,0
04/09/2010 23:45:09,3257,1
04/10/2010 00:25:26,3257,0
04/12/2010 05:15:40,3755,1
04/12/2010 05:50:50,3755,0
04/12/2010 06:01:55,0282,1
04/12/2010 06:16:47,0282,0
04/12/2010 06:20:12,3870,1
04/12/2010 06:20:35,2396,1
04/12/2010 06:30:28,2396,0
04/12/2010 06:32:43,3870,0
04/12/2010 06:33:29,4582,1
04/12/2010 06:59:08,4582,0
04/12/2010 07:26:07,3883,1
04/12/2010 08:06:17,2645,1
04/12/2010 08:31:02,2645,0
04/12/2010 14:47:54,1169,1
04/12/2010 15:30:05,1169,0
04/12/2010 18:37:26,3883,0
04/13/2010 05:02:58,3077,1
04/13/2010 05:42:53,3077,0
04/13/2010 06:07:13,3011,1
04/13/2010 06:21:19,3011,0
04/13/2010 07:36:54,3883,1
04/13/2010 11:56:12,1848,1
04/13/2010 12:08:23,1848,0
04/13/2010 13:20:54,0942,1
04/13/2010 14:01:24,0942,0
04/13/2010 14:58:17,4863,1
04/13/2010 15:00:12,4863,0
04/13/2010 16:35:12,2292,1
04/13/2010 17:25:12,2292,0
04/13/2010 17:58:20,2784,1
04/13/2010 18:17:12,2784,0
04/13/2010 18:37:33,3883,0
04/13/2010 19:37:22,3385,1
04/13/2010 19:53:41,3385,0
04/13/2010 20:19:18,3261,1
04/13/2010 20:39:29,3261,0
04/14/2010 07:30:41,0303,1
04/14/2010 07:33:48,3883,1
04/14/2010 07:48:42,0303,0
04/14/2010 08:03:27,4788,1
04/14/2010 08:29:41,4788,0
04/14/2010 10:31:32,3883,1
04/14/2010 10:50:36,3883,0
04/14/2010 13:26:27,1221,1
04/14/2010 14:15:35,3024,1
04/14/2010 14:24:57,1221,0
04/14/2010 14:53:03,3024,0
04/14/2010 14:58:08,4454,1
04/14/2010 15:30:43,4454,0
04/14/2010 18:27:46,3883,0
04/14/2010 19:25:39,4970,1
04/14/2010 20:04:45,4970,0
04/15/2010 01:07:35,4962,1
04/15/2010 01:13:58,4962,0
04/15/2010 02:24:23,0593,1
04/15/2010 02:51:39,0593,0
04/15/2010 06:29:15,2219,1
04/15/2010 06:57:59,2219,0
04/15/2010 07:37:41,3883,1
04/15/2010 08:09:26,2662,1
04/15/2010 08:17:09,1462,1
04/15/2010 08:19:30,2662,0
04/15/2010 08:41:25,1462,0
04/15/2010 09:48:22,1583,1
04/15/2010 10:14:45,1583,0
04/15/2010 10:35:12,3802,1
04/15/2010 10:39:56,4845,1
04/15/2010 11:04:26,4845,0
04/15/2010 11:18:08,3802,0
04/15/2010 12:36:48,2665,1
04/15/2010 12:40:04,2665,0
04/15/2010 16:57:52,2601,1
04/15/2010 16:59:44,2601,0
04/15/2010 17:22:28,3040,1
04/15/2010 18:02:09,3040,0
04/15/2010 18:26:11,3883,0
04/15/2010 22:01:28,0160,1
04/15/2010 22:18:28,0160,0
04/16/2010 05:49:02,3284,1
04/16/2010 06:11:43,3284,0
04/16/2010 06:59:08,1120,1
04/16/2010 07:21:54,1120,0
04/16/2010 07:25:56,3883,1
04/16/2010 07:34:17,2734,1
04/16/2010 08:14:51,2734,0
04/16/2010 09:02:03,3363,1
04/16/2010 09:25:39,3363,0
04/16/2010 18:27:05,3883,0
04/16/2010 22:07:05,4305,1
04/16/2010 22:26:10,4305,0
04/16/2010 23:16:28,2110,1
04/16/2010 23:45:51,2110,0
04/19/2010 02:13:35,3643,1
04/19/2010 02:56:33,3643,0
04/19/2010 05:42:23,0335,1
04/19/2010 05:49:05,0335,0
04/19/2010 07:34:53,3883,1
04/19/2010 16:13:02,4718,1
04/19/2010 16:14:26,4718,0
04/19/2010 17:13:36,1303,1
04/19/2010 17:22:29,1303,0
04/19/2010 18:33:43,3883,0
04/19/2010 18:33:48,2202,1
04/19/2010 19:08:50,2202,0
04/19/2010 21:33:39,2436,1
04/19/2010 21:40:14,2436,0
04/20/2010 01:26:37,0201,1
04/20/2010 01:47:09,0201,0
04/20/2010 07:23:11,3883,1
04/20/2010 14:03:35,2974,1
04/20/2010 14:35:47,2974,0
04/20/2010 18:26:56,3883,0
04/20/2010 18:46:17,1243,1
04/20/2010 19:30:19,1243,0
04/21/2010 04:15:50,4117,1
04/21/2010 04:22:19,4117,0
04/21/2010 07:32:20,3883,1
04/21/2010 13:47:53,2757,1
04/21/2010 14:06:59,2757,0
04/21/2010 14:52:19,4239,1
04/21/2010 15:33:59,4239,0
04/21/2010 17:59:28,3883,1
04/21/2010 18:30:23,3883,0
04/21/2010 18:36:45,3883,0
04/21/2010 18:48:43,0639,1
04/21/2010 19:12:17,0639,0
04/21/2010 19:15:56,1771,1
04/21/2010 19:18:17,1771,0
04/21/2010 21:21:06,3747,1
04/21/2010 21:54:14,3747,0
04/21/2010 22:21:50,3736,1
04/21/2010 22:24:44,3736,0
04/22/2010 02:42:28,0268,1
04/22/2010 03:13:56,0268,0
04/22/2010 04:24:34,0846,1
04/22/2010 04:54:09,0846,0
04/22/2010 07:30:09,4423,1
04/22/2010 07:35:58,3883,1
04/22/2010 07:52:35,4423,0
04/22/2010 08:32:20,0686,1
04/22/2010 08:52:20,0686,0
04/22/2010 11:30:54,1249,1
04/22/2010 12:13:13,1249,0
04/22/2010 12:50:01,0312,1
04/22/2010 13:15:17,0312,0
04/22/2010 13:54:17,1435,1
04/22/2010 14:33:28,1435,0
04/22/2010 14:58:10,4759,1
04/22/2010 15:12:43,1179,1
04/22/2010 15:32:21,4759,0
04/22/2010 15:39:54,1179,0
04/22/2010 16:30:36,4818,1
04/22/2010 16:50:28,4818,0
04/22/2010 17:13:54,3456,1
04/22/2010 17:16:59,1673,1
04/22/2010 17:19:41,1673,0
04/22/2010 17:36:48,3456,0
04/22/2010 18:25:03,3883,0
04/22/2010 22:03:17,2644,1
04/22/2010 22:22:23,1892,1
04/22/2010 22:26:21,2644,0
04/22/2010 23:06:39,1892,0
04/23/2010 02:18:50,4067,1
04/23/2010 03:03:12,4067,0
04/23/2010 07:29:42,3883,1
04/23/2010 08:16:32,3803,1
04/23/2010 09:02:46,1924,1
04/23/2010 09:08:37,3803,0
04/23/2010 09:15:47,1924,0
04/23/2010 10:20:01,3614,1
04/23/2010 10:50:17,2712,1
04/23/2010 11:00:03,3614,0
04/23/2010 11:06:10,2712,0
04/23/2010 11:50:06,0775,1
04/23/2010 11:57:41,0775,0
04/23/2010 13:26:26,2941,1
04/23/2010 13:42:15,2941,0
04/23/2010 17:42:18,0668,1
04/23/2010 18:23:31,0668,0
04/23/2010 18:33:09,3883,0
04/23/2010 20:17:29,1273,1
04/23/2010 20:18:05,1273,0
04/26/2010 01:48:26,2899,1
04/26/2010 02:25:57,2899,0
04/26/2010 05:25:39,1587,1
04/26/2010 05:28:50,1587,0
04/26/2010 06:36:18,2395,1
04/26/2010 06:57:13,2395,0
04/26/2010 07:30:54,3883,1
04/26/2010 07:40:44,4718,1
04/26/2010 07:53:59,4718,0
04/26/2010 10:45:18,0016,1
04/26/2010 11:10:16,0016,0
04/26/2010 13:04:28,4069,1
04/26/2010 13:16:54,2529,1
04/26/2010 13:18:53,4069,0
04/26/2010 13:56:54,2529,0
04/26/2010 18:35:01,3883,0
04/26/2010 20:53:38,3822,1
04/26/2010 20:58:29,3822,0
04/27/2010 04:15:33,0288,1
04/27/2010 04:19:47,0288,0
04/27/2010 04:47:14,4788,1
04/27/2010 04:58:31,4788,0
04/27/2010 07:35:11,3883,1
04/27/2010 08:25:42,1401,1
04/27/2010 08:31:28,1401,0
04/27/2010 16:08:33,2342,1
04/27/2010 16:35:16,2342,0
04/27/2010 18:35:12,3883,0
04/28/2010 02:57:12,1898,1
04/28/2010 03:11:50,2477,1
04/28/2010 03:18:49,2477,0
04/28/2010 03:34:02,1898,0
04/28/2010 06:52:19,2420,1
04/28/2010 07:16:29,2420,0
04/28/2010 07:38:47,3883,1
04/28/2010 18:37:53,3883,0
04/28/2010 19:17:50,2703,1
04/28/2010 19:50:47,2703,0
04/28/2010 20:12:39,4365,1
04/28/2010 20:33:06,4365,0
04/29/2010 02:53:09,0184,1
04/29/2010 03:30:33,0184,0
04/29/2010 04:14:28,1591,1
04/29/2010 04:44:19,1591,0
04/29/2010 07:37:24,3883,1
04/29/2010 09:41:39,1005,1
04/29/2010 09:50:20,1005,0
04/29/2010 11:35:10,2525,1
04/29/2010 12:02:27,2525,0
04/29/2010 16:19:18,3698,1
04/29/2010 16:20:43,3698,0
04/29/2010 17:02:16,3033,1
04/29/2010 17:38:07,3033,0
04/29/2010 18:27:26,3883,0
04/29/2010 19:26:52,3521,1
04/29/2010 19:35:05,3521,0
04/30/2010 07:29:42,3883,1
04/30/2010 07:46:32,3476,1
04/30/2010 07:50:29,3476,0
04/30/2010 13:58:19,2846,1
04/30/2010 14:20:29,2846,0
04/30/2010 14:32:26,3474,1
04/30/2010 14:37:45,3474,0
04/30/2010 18:31:18,3883,0
05/03/2010 00:29:42,4582,1
05/03/2010 00:58:32,4582,0
05/03/2010 05:34:23,4209,1
05/03/2010 05:52:07,4209,0
05/03/2010 07:27:55,3883,1
05/03/2010 07:53:39,3755,1
05/03/2010 08:16:39,3755,0
05/03/2010 18:25:19,3883,0
05/04/2010 00:24:39,1382,1
05/04/2010 01:09:25,1382,0
05/04/2010 02:34:09,4788,1
05/04/2010 02:46:19,4788,0
05/04/2010 05:49:25,0942,1
05/04/2010 05:59:29,0942,0
05/04/2010 07:33:06,3883,1
05/04/2010 10:02:14,3465,1
05/04/2010 10:06:07,3465,0
05/04/2010 10:33:24,2784,1
05/04/2010 11:16:36,2784,0
05/04/2010 17:40:09,4158,1
05/04/2010 17:51:48,4158,0
05/04/2010 18:31:29,3883,0
05/05/2010 06:22:36,0731,1
05/05/2010 06:51:20,1233,1
05/05/2010 06:56:40,0731,0
05/05/2010 07:20:44,3883,1
05/05/2010 07:27:12,1233,0
05/05/2010 08:53:14,2975,1
05/05/2010 08:57:57,2975,0
05/05/2010 10:46:19,4451,1
05/05/2010 10:47:39,4451,0
05/05/2010 13:33:12,0825,1
05/05/2010 13:59:56,4738,1
05/05/2010 14:02:04,4738,0
05/05/2010 14:13:59,0825,0
05/05/2010 18:32:23,3883,0
05/05/2010 20:01:42,4962,1
05/05/2010 20:10:55,4962,0
05/05/2010 22:41:39,1213,1
05/05/2010 23:25:31,1213,0
05/06/2010 07:26:31,3883,1
05/06/2010 09:13:40,2549,1
05/06/2010 09:22:20,2549,0
05/06/2010 15:50:15,0847,1
05/06/2010 16:17:32,0847,0
05/06/2010 17:21:12,2662,1
05/06/2010 18:02:14,2662,0
05/06/2010 18:28:17,3883,0
05/06/2010 18:45:56,0650,1
05/06/2010 18:57:03,0650,0
05/06/2010 21:10:39,2354,1
05/06/2010 21:30:50,2354,0
05/07/2010 02:30:02,4944,1
05/07/2010 02:55:59,4944,0
05/07/2010 07:30:35,3883,1
05/07/2010 11:32:34,2683,1
05/07/2010 11:35:19,2683,0
05/07/2010 17:18:56,2034,1
05/07/2010 17:37:55,2034,0
05/07/2010 18:38:32,3883,0
05/07/2010 21:56:20,3524,1
05/07/2010 22:09:24,3524,0
05/10/2010 00:41:03,2501,1
05/10/2010 00:44:11,2501,0
05/10/2010 02:06:42,2222,1
05/10/2010 02:23:41,1946,1
05/10/2010 02:25:22,2222,0
05/10/2010 02:27:53,1946,0
05/10/2010 03:00:36,0124,1
05/10/2010 03:01:18,0124,0
05/10/2010 07:39:16,3883,1
05/10/2010 08:04:48,4255,1
05/10/2010 08:22:39,4255,0
05/10/2010 18:27:58,3883,0
05/10/2010 20:01:59,3959,1
05/10/2010 20:06:08,3959,0
05/10/2010 20:23:39,2214,1
05/10/2010 21:00:01,2214,0
05/11/2010 00:35:31,3712,1
05/11/2010 00:43:57,3712,0
05/11/2010 05:25:56,0826,1
05/11/2010 05:45:01,0826,0
05/11/2010 07:35:51,3883,1
05/11/2010 13:56:25,4040,1
05/11/2010 14:09:06,4040,0
05/11/2010 15:02:25,3667,1
05/11/2010 15:08:57,3667,0
05/11/2010 18:33:03,3883,0
05/11/2010 19:09:02,0318,1
05/11/2010 19:11:27,0237,1
05/11/2010 19:33:03,0318,0
05/11/2010 19:52:37,0237,0
05/11/2010 21:31:32,2974,1
05/11/2010 21:32:34,2974,0
05/12/2010 01:33:40,1514,1
05/12/2010 01:35:37,1514,0
05/12/2010 04:59:11,2525,1
05/12/2010 05:17:10,2525,0
05/12/2010 07:35:53,3883,1
05/12/2010 08:21:30,0094,1
05/12/2010 08:48:56,0094,0
05/12/2010 10:55:46,0731,1
05/12/2010 11:23:36,0731,0
05/12/2010 11:31:50,2761,1
05/12/2010 11:38:02,1011,1
05/12/2010 11:40:30,2761,0
05/12/2010 11:40:44,1011,0
05/12/2010 18:35:39,3883,0
05/12/2010 22:01:30,2496,1
05/12/2010 22:09:08,2496,0
05/12/2010 22:28:22,1201,1
05/12/2010 22:49:35,1201,0
05/12/2010 23:47:26,1175,1
05/13/2010 00:22:01,1175,0
05/13/2010 07:15:35,3506,1
05/13/2010 07:22:33,3883,1
05/13/2010 07:43:29,3506,0
05/13/2010 12:16:53,4919,1
05/13/2010 12:32:54,4919,0
05/13/2010 16:24:12,3902,1
05/13/2010 16:39:00,3902,0
05/13/2010 17:00:45,0846,1
05/13/2010 17:38:30,0846,0
05/13/2010 18:39:56,3883,0
05/13/2010 20:43:35,3234,1
05/13/2010 21:02:31,3234,0
05/13/2010 23:15:25,2454,1
05/13/2010 23:16:04,2454,0
05/13/2010 23:24:38,3033,1
05/13/2010 23:43:42,3033,0
05/14/2010 01:36:53,3096,1
05/14/2010 01:51:05,3096,0
05/14/2010 07:33:47,3883,1
05/14/2010 11:51:12,1519,1
05/14/2010 12:04:28,1519,0
05/14/2010 17:21:04,3200,1
05/14/2010 17:58:20,3200,0
05/14/2010 18:38:28,3883,0
05/14/2010 19:00:03,2034,1
05/14/2010 19:02:41,2034,0
05/17/2010 00:54:02,2027,1
05/17/2010 01:11:37,2027,0
05/17/2010 07:37:12,3883,1
05/17/2010 13:18:02,2844,1
05/17/2010 13:56:57,2844,0
05/17/2010 14:55:39,0406,1
05/17/2010 15:17:47,0406,0
05/17/2010 16:41:40,4639,1
05/17/2010 16:55:00,4639,0
05/17/2010 18:26:27,3883,0
05/17/2010 18:41:35,3310,1
05/17/2010 18:57:02,3310,0
05/17/2010 20:22:50,3270,1
05/17/2010 20:34:50,3270,0
05/18/2010 05:17:07,1074,1
05/18/2010 05:49:29,1074,0
05/18/2010 06:52:34,1310,1
05/18/2010 07:14:14,1310,0
05/18/2010 07:23:24,3883,1
05/18/2010 08:44:33,1441,1
05/18/2010 09:19:13,1441,0
05/18/2010 12:37:14,3077,1
05/18/2010 13:20:55,3077,0
05/18/2010 16:45:34,4678,1
05/18/2010 17:20:51,4678,0
05/18/2010 18:26:26,3883,0
05/18/2010 19:15:17,1763,1
05/18/2010 19:17:46,0410,1
05/18/2010 19:54:18,0410,0
05/18/2010 19:57:37,1763,0
05/18/2010 23:58:29,2342,1
05/19/2010 00:00:33,0563,1
05/19/2010 00:19:29,0563,0
05/19/2010 00:39:18,2342,0
05/19/2010 05:17:35,4079,1
05/19/2010 05:41:06,4079,0
05/19/2010 06:51:51,2047,1
05/19/2010 07:00:50,2047,0
05/19/2010 07:26:23,3883,1
05/19/2010 12:09:42,4692,1
05/19/2010 12:35:03,4692,0
05/19/2010 16:24:54,0088,1
05/19/2010 17:04:36,0088,0
05/19/2010 18:30:20,3883,0
05/19/2010 20:33:19,0136,1
05/19/2010 21:09:36,0136,0
05/20/2010 07:25:35,3883,1
05/20/2010 08:13:59,1144,1
05/20/2010 08:50:26,1144,0
05/20/2010 11:59:05,4184,1
05/20/2010 12:02:38,4184,0
05/20/2010 13:32:22,0381,1
05/20/2010 13:54:24,0381,0
05/20/2010 17:49:49,2707,1
05/20/2010 18:14:20,2707,0
05/20/2010 18:35:59,3883,0
05/21/2010 07:30:24,3883,1
05/21/2010 14:11:01,4755,1
05/21/2010 14:16:45,4755,0
05/21/2010 18:38:50,3883,0
05/21/2010 20:34:50,0433,1
05/21/2010 20:49:03,0433,0
05/21/2010 22:51:33,3815,1
05/21/2010 23:17:33,3815,0
05/21/2010 23:59:26,0839,1
05/22/2010 00:24:09,0839,0
05/24/2010 07:30:50,3883,1
05/24/2010 12:46:48,1169,1
05/24/2010 12:52:32,1169,0
05/24/2010 13:32:17,3568,1
05/24/2010 13:35:25,3568,0
05/24/2010 16:34:01,2015,1
05/24/2010 17:04:50,2015,0
05/24/2010 18:27:58,3883,0
05/24/2010 20:06:32,4736,1
05/24/2010 20:08:35,4736,0
05/25/2010 04:35:42,4970,1
05/25/2010 04:51:20,4970,0
05/25/2010 06:56:04,2749,1
05/25/2010 07:13:54,2749,0
05/25/2010 07:38:35,3883,1
05/25/2010 10:02:40,3607,1
05/25/2010 10:13:59,3607,0
05/25/2010 11:59:01,2700,1
05/25/2010 12:18:39,2700,0
05/25/2010 12:24:43,4041,1
05/25/2010 12:43:44,4863,1
05/25/2010 13:04:05,4041,0
05/25/2010 13:12:27,4863,0
05/25/2010 18:36:44,3883,0
05/26/2010 02:44:36,3750,1
05/26/2010 03:17:59,3750,0
05/26/2010 05:21:38,1201,1
05/26/2010 05:43:04,1201,0
05/26/2010 07:23:42,3883,1
05/26/2010 07:38:05,4804,1
05/26/2010 07:51:43,4804,0
05/26/2010 07:57:45,2662,1
05/26/2010 08:17:58,2662,0
05/26/2010 12:02:58,1104,1
05/26/2010 12:17:52,3140,1
05/26/2010 12:22:23,3140,0
05/26/2010 12:30:05,4328,1
05/26/2010 12:33:03,1104,0
05/26/2010 13:14:08,4328,0
05/26/2010 13:33:28,4451,1
05/26/2010 13:58:40,4451,0
05/26/2010 18:30:10,3883,0
05/26/2010 22:06:51,3904,1
05/26/2010 22:09:52,3904,0
05/26/2010 23:53:45,3080,1
05/27/2010 00:06:02,3080,0
05/27/2010 02:07:30,3355,1
05/27/2010 02:37:27,3355,0
05/27/2010 05:56:34,0160,1
05/27/2010 06:09:41,0160,0
05/27/2010 07:11:14,3902,1
05/27/2010 07:36:14,3883,1
05/27/2010 07:39:57,3902,0
05/27/2010 08:46:48,1028,1
05/27/2010 09:05:07,1028,0
05/27/2010 11:08:01,1818,1
05/27/2010 11:47:26,1818,0
05/27/2010 17:35:23,0846,1
05/27/2010 17:54:09,0846,0
05/27/2010 18:28:57,3883,0
05/27/2010 18:41:39,3976,1
05/27/2010 18:51:55,3976,0
05/27/2010 19:59:00,1334,1
05/27/2010 20:15:33,1334,0
05/28/2010 02:20:14,2332,1
05/28/2010 03:04:13,2332,0
05/28/2010 07:34:54,3883,1
05/28/2010 08:18:27,4971,1
05/28/2010 09:15:42,4971,0
05/28/2010 12:36:55,1045,1
05/28/2010 13:07:42,1045,0
05/28/2010 14:39:11,3344,1
05/28/2010 14:42:33,3344,0
05/28/2010 17:58:03,1183,1
05/28/2010 18:36:27,3883,0
05/28/2010 18:39:28,1183,0
06/01/2010 00:46:51,4393,1
06/01/2010 01:13:30,4393,0
06/01/2010 07:31:03,3883,1
